Cam1_,2018-09-24,0:0,False
Cam1_,2018-09-24,10:1,False
Cam1_,2018-09-24,10:2,False
Cam1_,2018-09-24,10:3,False
Cam1_,2018-09-24,10:4,False
Cam1_,2018-09-24,10:5,False
Cam1_,2018-09-24,10:6,False
Cam1_,2018-09-24,10:7,False
Cam1_,2018-09-24,10:8,False
Cam1_,2018-09-24,10:9,False
Cam1_,2018-09-24,10:10,False
Cam1_,2018-09-24,10:11,False
Cam1_,2018-09-24,10:17,False
Cam1_,2018-09-24,10:20,False
Cam1_,2018-09-24,10:21,False
Cam1_,2018-09-24,10:22,False
Cam1_,2018-09-24,10:23,False
Cam1_,2018-09-24,10:24,False
Cam1_,2018-09-24,10:25,False
Cam1_,2018-09-24,10:26,False
Cam1_,2018-09-24,10:27,False
Cam1_,2018-09-24,10:28,False
Cam1_,2018-09-24,10:29,False
Cam1_,2018-09-24,10:30,False
Cam1_,2018-09-24,10:31,False
Cam1_,2018-09-24,10:32,False
Cam1_,2018-09-24,10:33,False
Cam1_,2018-09-24,10:34,False
Cam1_,2018-09-24,10:35,False
Cam1_,2018-09-24,10:36,False
Cam1_,2018-09-24,10:37,False
Cam1_,2018-09-24,10:38,False
Cam1_,2018-09-24,10:39,False
Cam1_,2018-09-24,10:40,False
Cam1_,2018-09-24,10:41,False
Cam1_,2018-09-24,10:42,False
Cam1_,2018-09-24,10:43,False
Cam1_,2018-09-24,10:44,False
Cam1_,2018-09-24,10:45,False
Cam1_,2018-09-24,10:46,False
Cam1_,2018-09-24,10:47,False
Cam1_,2018-09-24,10:48,False
Cam1_,2018-09-24,10:49,False
Cam1_,2018-09-24,10:50,False
Cam1_,2018-09-24,10:51,False
Cam1_,2018-09-24,10:52,False
Cam1_,2018-09-24,10:53,False
Cam1_,2018-09-24,10:54,False
Cam1_,2018-09-24,10:55,False
Cam1_,2018-09-24,10:56,False
Cam1_,2018-09-24,10:57,False
Cam1_,2018-09-24,10:58,False
Cam1_,2018-09-24,10:59,False
Cam1_,2018-09-24,11:0,False
Cam1_,2018-09-24,11:1,False
Cam1_,2018-09-24,11:2,False
Cam1_,2018-09-24,11:3,False
Cam1_,2018-09-24,11:4,False
Cam1_,2018-09-24,11:5,False
Cam1_,2018-09-24,11:6,False
Cam1_,2018-09-24,11:7,False
Cam1_,2018-09-24,11:8,False
Cam1_,2018-09-24,11:9,False
Cam1_,2018-09-24,11:10,False
Cam1_,2018-09-24,11:11,False
Cam1_,2018-09-24,11:12,False
Cam1_,2018-09-24,11:13,False
Cam1_,2018-09-24,11:14,False
Cam1_,2018-09-24,11:15,False
Cam1_,2018-09-24,11:16,False
Cam1_,2018-09-24,11:17,False
Cam1_,2018-09-24,11:18,False
Cam1_,2018-09-24,11:19,False
Cam1_,2018-09-24,11:20,False
Cam1_,2018-09-24,11:21,False
Cam1_,2018-09-24,11:22,False
Cam1_,2018-09-24,11:23,False
Cam1_,2018-09-24,11:24,False
Cam1_,2018-09-24,11:25,False
Cam1_,2018-09-24,11:26,False
Cam1_,2018-09-24,11:27,False
Cam1_,2018-09-24,11:28,False
Cam1_,2018-09-24,11:29,False
Cam1_,2018-09-24,11:30,False
Cam1_,2018-09-24,11:31,False
Cam1_,2018-09-24,11:32,False
Cam1_,2018-09-24,11:33,False
Cam1_,2018-09-24,11:34,False
Cam1_,2018-09-24,11:35,False
Cam1_,2018-09-24,11:36,False
Cam1_,2018-09-24,11:37,False
Cam1_,2018-09-24,11:38,False
Cam1_,2018-09-24,11:39,False
Cam1_,2018-09-24,11:40,False
Cam1_,2018-09-24,11:41,False
Cam1_,2018-09-24,11:42,False
Cam1_,2018-09-24,11:43,False
Cam1_,2018-09-24,11:44,False
Cam1_,2018-09-24,11:45,False
Cam1_,2018-09-24,11:46,False
Cam1_,2018-09-24,11:47,False
Cam1_,2018-09-24,11:48,False
Cam1_,2018-09-24,11:49,False
Cam1_,2018-09-24,11:50,False
Cam1_,2018-09-24,11:51,False
Cam1_,2018-09-24,11:52,False
Cam1_,2018-09-24,11:53,False
Cam1_,2018-09-24,11:54,False
Cam1_,2018-09-24,11:55,False
Cam1_,2018-09-24,11:56,False
Cam1_,2018-09-24,11:57,False
Cam1_,2018-09-24,11:58,False
Cam1_,2018-09-24,11:59,False
Cam1_,2018-09-24,12:0,False
Cam1_,2018-09-24,12:1,False
Cam1_,2018-09-24,12:2,False
Cam1_,2018-09-24,12:3,False
Cam1_,2018-09-24,12:4,False
Cam1_,2018-09-24,12:5,False
Cam1_,2018-09-24,12:6,False
Cam1_,2018-09-24,12:7,False
Cam1_,2018-09-24,12:8,False
Cam1_,2018-09-24,12:9,False
Cam1_,2018-09-24,12:11,False
Cam1_,2018-09-24,12:17,False
Cam1_,2018-09-24,12:20,False
Cam1_,2018-09-24,12:21,False
Cam1_,2018-09-24,12:22,False
Cam1_,2018-09-24,12:23,False
Cam1_,2018-09-24,12:24,False
Cam1_,2018-09-24,12:25,False
Cam1_,2018-09-24,12:26,False
Cam1_,2018-09-24,12:27,False
Cam1_,2018-09-24,12:28,False
Cam1_,2018-09-24,12:29,False
Cam1_,2018-09-24,12:30,False
Cam1_,2018-09-24,12:32,False
Cam1_,2018-09-24,12:33,False
Cam1_,2018-09-24,12:34,False
Cam1_,2018-09-24,12:35,False
Cam1_,2018-09-24,12:36,False
Cam1_,2018-09-24,12:38,False
Cam1_,2018-09-24,12:39,False
Cam1_,2018-09-24,12:40,False
Cam1_,2018-09-24,12:42,False
Cam1_,2018-09-24,12:43,False
Cam1_,2018-09-24,12:44,False
Cam1_,2018-09-24,12:45,False
Cam1_,2018-09-24,12:46,False
Cam1_,2018-09-24,12:47,False
Cam1_,2018-09-24,12:48,False
Cam1_,2018-09-24,12:49,False
Cam1_,2018-09-24,12:50,False
Cam1_,2018-09-24,12:51,False
Cam1_,2018-09-24,12:52,False
Cam1_,2018-09-24,12:53,False
Cam1_,2018-09-24,12:54,False
Cam1_,2018-09-24,12:55,False
Cam1_,2018-09-24,12:56,False
Cam1_,2018-09-24,12:57,False
Cam1_,2018-09-24,12:58,False
Cam1_,2018-09-24,12:59,False
Cam1_,2018-09-24,13:0,False
Cam1_,2018-09-24,13:1,False
Cam1_,2018-09-24,13:2,False
Cam1_,2018-09-24,13:3,False
Cam1_,2018-09-24,13:4,False
Cam1_,2018-09-24,13:5,False
Cam1_,2018-09-24,13:6,False
Cam1_,2018-09-24,13:7,False
Cam1_,2018-09-24,13:8,False
Cam1_,2018-09-24,13:9,False
Cam1_,2018-09-24,13:11,False
Cam1_,2018-09-24,13:13,False
Cam1_,2018-09-24,13:16,False
Cam1_,2018-09-24,13:17,False
Cam1_,2018-09-24,13:20,False
Cam1_,2018-09-24,13:21,False
Cam1_,2018-09-24,13:22,False
Cam1_,2018-09-24,13:23,False
Cam1_,2018-09-24,13:24,False
Cam1_,2018-09-24,13:25,False
Cam1_,2018-09-24,13:26,False
Cam1_,2018-09-24,13:27,False
Cam1_,2018-09-24,13:28,False
Cam1_,2018-09-24,13:29,False
Cam1_,2018-09-24,13:30,False
Cam1_,2018-09-24,13:31,False
Cam1_,2018-09-24,13:32,False
Cam1_,2018-09-24,13:33,False
Cam1_,2018-09-24,13:34,False
Cam1_,2018-09-24,13:35,False
Cam1_,2018-09-24,13:36,False
Cam1_,2018-09-24,13:37,False
Cam1_,2018-09-24,13:38,False
Cam1_,2018-09-24,13:39,False
Cam1_,2018-09-24,13:40,False
