9012,423,24.09.2018,7:31,False
9012,423,24.09.2018,7:32,False
9012,423,24.09.2018,7:33,False
9012,423,24.09.2018,7:34,False
9012,423,24.09.2018,7:35,False
9012,423,24.09.2018,7:36,False
9012,423,24.09.2018,7:37,False
9012,423,24.09.2018,7:38,False
9012,423,24.09.2018,7:39,False
9012,423,24.09.2018,7:40,False
9012,423,24.09.2018,7:41,False
9012,423,24.09.2018,7:42,False
9012,423,24.09.2018,7:43,False
9012,423,24.09.2018,7:44,False
9012,423,24.09.2018,7:45,False
9012,423,24.09.2018,7:46,False
9012,423,24.09.2018,7:47,False
9012,423,24.09.2018,7:48,False
9012,423,24.09.2018,7:49,False
9012,423,24.09.2018,7:50,False
9012,423,24.09.2018,7:51,False
9012,423,24.09.2018,7:52,False
9012,423,24.09.2018,7:53,False
9012,423,24.09.2018,7:54,False
9012,423,24.09.2018,7:55,False
9012,423,24.09.2018,7:56,False
9012,423,24.09.2018,7:57,False
9012,423,24.09.2018,7:58,False
9012,423,24.09.2018,7:59,False
9012,423,24.09.2018,8:0,False
9012,423,24.09.2018,8:1,False
9012,423,24.09.2018,8:2,False
9012,423,24.09.2018,8:3,False
9012,423,24.09.2018,8:4,False
9012,423,24.09.2018,8:5,False
9012,423,24.09.2018,8:6,False
9012,423,24.09.2018,8:7,False
9012,423,24.09.2018,8:8,False
9012,423,24.09.2018,8:9,False
9012,423,24.09.2018,8:10,False
9012,423,24.09.2018,8:11,False
9012,423,24.09.2018,8:12,False
9012,423,24.09.2018,8:13,False
9012,423,24.09.2018,8:14,False
9012,423,24.09.2018,8:15,False
9012,423,24.09.2018,8:16,False
9012,423,24.09.2018,8:17,False
9012,423,24.09.2018,8:18,False
9012,423,24.09.2018,8:19,False
9012,423,24.09.2018,8:20,False
9012,423,24.09.2018,8:21,False
9012,423,24.09.2018,8:22,False
9012,423,24.09.2018,8:23,False
9012,423,24.09.2018,8:24,False
9012,423,24.09.2018,8:25,False
9012,423,24.09.2018,8:26,False
9012,423,24.09.2018,8:27,False
9012,423,24.09.2018,8:28,False
9012,423,24.09.2018,8:29,False
9012,423,24.09.2018,8:30,False
9012,423,24.09.2018,8:31,False
9012,423,24.09.2018,8:32,False
9012,423,24.09.2018,8:33,False
9012,423,24.09.2018,8:34,False
9012,423,24.09.2018,8:35,False
9012,423,24.09.2018,8:36,False
9012,423,24.09.2018,8:37,False
9012,423,24.09.2018,8:38,False
9012,423,24.09.2018,8:39,False
9012,423,24.09.2018,8:40,False
9012,423,24.09.2018,8:41,False
9012,423,24.09.2018,8:42,False
9012,423,24.09.2018,8:43,False
9012,423,24.09.2018,8:44,False
9012,423,24.08.2018,8:45,False
9012,423,24.09.2018,8:46,True
9012,423,24.09.2018,8:47,True
9012,423,24.09.2018,8:48,False
9012,423,24.09.2018,8:49,False
9012,423,24.09.2018,8:50,False
9012,423,24.09.2018,8:51,False
9012,423,24.09.2018,8:52,False
9012,423,24.09.2018,8:53,False
9012,423,24.09.2018,8:54,False
9012,423,24.09.2018,8:55,False
9012,423,24.09.2018,8:56,False
9012,423,24.09.2018,8:57,False
9012,423,24.09.2018,8:58,False
9012,423,24.09.2018,8:59,False
9012,423,24.09.2018,9:0,False
9012,423,24.09.2018,9:1,False
9012,423,24.09.2018,9:2,False
9012,423,24.09.2018,9:3,False
9012,423,24.09.2018,9:4,False
9012,423,24.09.2018,9:5,False
9012,423,24.09.2018,9:6,False
9012,423,24.09.2018,9:7,False
9012,423,24.09.2018,9:8,False
9012,423,24.09.2018,9:9,False
9012,423,24.09.2018,9:10,False
9012,423,24.09.2018,9:11,False
9012,423,24.09.2018,9:12,False
9012,423,24.09.2018,9:13,False
9012,423,24.09.2018,9:14,False
9012,423,24.09.2018,9:15,False
9012,423,24.09.2018,9:16,False
9012,423,24.09.2018,9:17,False
9012,423,24.09.2018,9:18,False
9012,423,24.09.2018,9:19,False
9012,423,24.09.2018,9:20,False
9012,423,24.09.2018,9:21,False
9012,423,24.09.2018,9:22,False
9012,423,24.09.2018,9:23,False
9012,423,24.09.2018,9:24,False
9012,423,24.09.2018,9:25,False
9012,423,24.09.2018,9:26,False
9012,423,24.09.2018,9:27,False
9012,423,24.09.2018,9:28,False
9012,423,24.09.2018,9:29,False
9012,423,24.09.2018,9:30,False
9012,423,24.09.2018,9:31,False
9012,423,24.09.2018,9:32,False
9012,423,24.09.2018,9:33,False
9012,423,24.09.2018,9:34,False
9012,423,24.09.2018,9:35,False
9012,423,24.09.2018,9:36,False
9012,423,24.09.2018,9:37,False
9012,423,24.09.2018,9:38,False
9012,423,24.09.2018,9:39,False
9012,423,24.09.2018,9:40,False
9012,423,24.09.2018,9:41,False
9012,423,24.09.2018,9:42,False
9012,423,24.09.2018,9:43,False
9012,423,24.09.2018,9:44,False
9012,423,24.09.2018,9:45,False
9012,423,24.09.2018,9:46,False
9012,423,24.09.2018,9:47,False
9012,423,24.09.2018,9:48,False
9012,423,24.09.2018,9:49,False
9012,423,24.09.2018,9:50,False
9012,423,24.09.2018,9:51,False
9012,423,24.09.2018,9:52,False
9012,423,24.09.2018,9:53,False
9012,423,24.09.2018,9:54,False
9012,423,24.09.2018,9:55,False
9012,423,24.09.2018,9:56,False
9012,423,24.09.2018,9:57,False
9012,423,24.09.2018,9:58,False
9012,423,24.09.2018,9:59,False
